"","fragment.ID.full","Intercept","umol.L.sec","Temp.C","Light_Dark","fragment.ID","species","genotype","chamber.channel","run","temp.Cat","start.time","stop.time","light_dark","treatment","surf.area.cm2","volume","umol.sec","BLANK","blank.rate","umol.sec.corr","umol.cm2.hr","Rate.ln"
"75","PV16_PI_720_O2",214.51737,0.0140300000000005,27.077,NA,"PV16","P. verrucosa","16",4,720,26.8,2020-05-21 10:59:00,2020-05-21 11:20:00,"light","enriched",48.69,0.625,0.0087687500000003,"0",-0.000180374999999555,0.00894912499999986,0.661672828096108,-0.27223817495058
"76","PV22_PI_720_O2",192.42259,0.011410000000001,27.0771666666667,NA,"PV22","P. verrucosa","22",6,720,26.8,2020-05-21 10:59:00,2020-05-21 11:20:00,"light","control",40.2,0.635,0.00724535000000067,"0",-0.000180374999999555,0.00742572500000022,0.664990298507482,-0.26789212692558
"77","PV23_PI_720_O2",164.295555,0.011345,27.116,NA,"PV23","P. verrucosa","23",3,720,26.8,2020-05-21 10:59:00,2020-05-21 11:20:00,"light","control",64.91,0.625,0.00709062500000002,"0",-0.000180374999999555,0.00727099999999957,0.403259898320728,-0.686648545861371
"78","PV27_PI_720_O2",222.778769047619,0.0217071428571418,27.079,NA,"PV27","P. verrucosa","27",2,720,26.8,2020-05-21 10:59:00,2020-05-21 11:20:00,"light","control",68.22,0.6,0.0130242857142851,"0",-0.000180374999999555,0.0132046607142846,0.696815868827685,-0.227131657212668
"79","PV30_PI_720_O2",205.990783333333,0.0145499999999999,27.031,NA,"PV30","P. verrucosa","30",1,720,26.8,2020-05-21 10:59:00,2020-05-21 11:20:00,"light","control",61.11,0.615,0.00894824999999997,"0",-0.000180374999999555,0.00912862499999952,0.53776877761411,-0.449779478859195
"80","PV9_PI_720_O2",167.543435,0.0223650000000001,27.0633333333333,NA,"PV9","P. verrucosa","9",7,720,26.8,2020-05-21 10:59:00,2020-05-21 11:20:00,"light","enriched",69.41,0.62,0.0138663,"0",-0.000180374999999555,0.0140466749999996,0.728540988330191,-0.188088970399988
"83","PV12_PI_911_O2",205.12851,0.0156900000000003,26.8895,NA,"PV12","P. verrucosa","12",9,911,26.8,2020-05-21 11:23:00,2020-05-21 11:44:00,"light","enriched",54.96,0.62,0.00972780000000016,"0",-0.000596839285714114,0.0103246392857143,0.676286416094821,-0.253233733991251
"84","PV13_PI_911_O2",256.659425,0.0265750000000009,26.967,NA,"PV13","P. verrucosa","13",5,911,26.8,2020-05-21 11:23:00,2020-05-21 11:44:00,"light","enriched",75.7,0.62,0.0164765000000006,"0",-0.000596839285714114,0.0170733392857147,0.811942158897925,-0.09217871318013
"85","PV16_PI_911_O2",235.255180476191,0.0135814285714275,27.141,NA,"PV16","P. verrucosa","16",4,911,26.8,2020-05-21 11:23:00,2020-05-21 11:44:00,"light","enriched",48.69,0.625,0.00848839285714218,"0",-0.000596839285714114,0.00908523214285629,0.671736202798987,-0.259112493571163
"86","PV22_PI_911_O2",207.104125,0.00887500000000017,27.1498333333333,NA,"PV22","P. verrucosa","22",6,911,26.8,2020-05-21 11:23:00,2020-05-21 11:44:00,"light","control",40.2,0.635,0.00563562500000011,"0",-0.000596839285714114,0.00623246428571422,0.55813113006396,-0.41835108170011
"87","PV23_PI_911_O2",184.267045,0.0109549999999993,27.1715,NA,"PV23","P. verrucosa","23",3,911,26.8,2020-05-21 11:23:00,2020-05-21 11:44:00,"light","control",64.91,0.625,0.00684687499999955,"0",-0.000596839285714114,0.00744371428571367,0.412838875806027,-0.667793565394988
"88","PV27_PI_911_O2",256.172935,0.0225649999999996,27.1495,NA,"PV27","P. verrucosa","27",2,911,26.8,2020-05-21 11:23:00,2020-05-21 11:44:00,"light","control",68.22,0.6,0.0135389999999998,"0",-0.000596839285714114,0.0141358392857139,0.745954579721049,-0.167289609090173
"89","PV30_PI_911_O2",228.54235,0.0171500000000003,27.074,NA,"PV30","P. verrucosa","30",1,911,26.8,2020-05-21 11:23:00,2020-05-21 11:44:00,"light","control",61.11,0.615,0.0105472500000002,"0",-0.000596839285714114,0.0111440892857143,0.656500105196719,-0.279052606696606
"90","PV9_PI_911_O2",199.739051904762,0.0239957142857137,27.117,NA,"PV9","P. verrucosa","9",7,911,26.8,2020-05-21 11:23:00,2020-05-21 11:44:00,"light","enriched",69.41,0.62,0.0148773428571425,"0",-0.000596839285714114,0.0154741821428566,0.802579681807864,-0.102498302580626
