fragment.ID.full,fragment.ID,species,genotype,chamber.channel,run,temp.Cat,start.time,stop.time,light_dark
PV30_PI_207_O2,PV30,P. verrucosa,30,1,207,26.8,9:46:00 AM,10:06:00 AM,light
BLANK1_PI_207_O2,BLANK1,P. verrucosa,BLANK,10,207,26.8,9:46:00 AM,10:06:00 AM,light
BLANK2_PI_207_O2,BLANK2,P. verrucosa,BLANK,8,207,26.8,9:46:00 AM,10:06:00 AM,light
PV9_PI_340_O2,PV9,P. verrucosa,9,7,340,26.8,10:11:00 AM,10:31:00 AM,light
PV12_PI_340_O2,PV12,P. verrucosa,12,9,340,26.8,10:11:00 AM,10:31:00 AM,light
PV13_PI_340_O2,PV13,P. verrucosa,13,5,340,26.8,10:11:00 AM,10:31:00 AM,light
PV16_PI_340_O2,PV16,P. verrucosa,16,4,340,26.8,10:11:00 AM,10:31:00 AM,light
PV22_PI_340_O2,PV22,P. verrucosa,22,6,340,26.8,10:11:00 AM,10:31:00 AM,light
PV23_PI_340_O2,PV23,P. verrucosa,23,3,340,26.8,10:11:00 AM,10:31:00 AM,light
PV27_PI_340_O2,PV27,P. verrucosa,27,2,340,26.8,10:11:00 AM,10:31:00 AM,light
PV30_PI_340_O2,PV30,P. verrucosa,30,1,340,26.8,10:11:00 AM,10:31:00 AM,light
BLANK1_PI_340_O2,BLANK1,P. verrucosa,BLANK,10,340,26.8,10:11:00 AM,10:31:00 AM,light
BLANK2_PI_340_O2,BLANK2,P. verrucosa,BLANK,8,340,26.8,10:11:00 AM,10:31:00 AM,light
PV9_PI_535_O2,PV9,P. verrucosa,9,7,535,26.8,10:35:00 AM,10:55:00 AM,light
PV12_PI_535_O2,PV12,P. verrucosa,12,9,535,26.8,10:35:00 AM,10:55:00 AM,light
PV13_PI_535_O2,PV13,P. verrucosa,13,5,535,26.8,10:35:00 AM,10:55:00 AM,light
PV16_PI_535_O2,PV16,P. verrucosa,16,4,535,26.8,10:35:00 AM,10:55:00 AM,light
PV22_PI_535_O2,PV22,P. verrucosa,22,6,535,26.8,10:35:00 AM,10:55:00 AM,light
PV23_PI_535_O2,PV23,P. verrucosa,23,3,535,26.8,10:35:00 AM,10:55:00 AM,light
PV27_PI_535_O2,PV27,P. verrucosa,27,2,535,26.8,10:35:00 AM,10:55:00 AM,light
PV30_PI_535_O2,PV30,P. verrucosa,30,1,535,26.8,10:35:00 AM,10:55:00 AM,light
BLANK1_PI_535_O2,BLANK1,P. verrucosa,BLANK,10,535,26.8,10:35:00 AM,10:55:00 AM,light
BLANK2_PI_535_O2,BLANK2,P. verrucosa,BLANK,8,535,26.8,10:35:00 AM,10:55:00 AM,light
PV9_PI_720_O2,PV9,P. verrucosa,9,7,720,26.8,10:59:00 AM,11:20:00 AM,light
PV12_PI_720_O2,PV12,P. verrucosa,12,9,720,26.8,10:59:00 AM,11:20:00 AM,light
PV13_PI_720_O2,PV13,P. verrucosa,13,5,720,26.8,10:59:00 AM,11:20:00 AM,light
PV16_PI_720_O2,PV16,P. verrucosa,16,4,720,26.8,10:59:00 AM,11:20:00 AM,light
PV22_PI_720_O2,PV22,P. verrucosa,22,6,720,26.8,10:59:00 AM,11:20:00 AM,light
PV23_PI_720_O2,PV23,P. verrucosa,23,3,720,26.8,10:59:00 AM,11:20:00 AM,light
PV27_PI_720_O2,PV27,P. verrucosa,27,2,720,26.8,10:59:00 AM,11:20:00 AM,light
PV30_PI_720_O2,PV30,P. verrucosa,30,1,720,26.8,10:59:00 AM,11:20:00 AM,light
BLANK1_PI_720_O2,BLANK1,P. verrucosa,BLANK,10,720,26.8,10:59:00 AM,11:20:00 AM,light
BLANK2_PI_720_O2,BLANK2,P. verrucosa,BLANK,8,720,26.8,10:59:00 AM,11:20:00 AM,light
PV9_PI_911_O2,PV9,P. verrucosa,9,7,911,26.8,11:23:00 AM,11:44:00 AM,light
PV12_PI_911_O2,PV12,P. verrucosa,12,9,911,26.8,11:23:00 AM,11:44:00 AM,light
PV13_PI_911_O2,PV13,P. verrucosa,13,5,911,26.8,11:23:00 AM,11:44:00 AM,light
PV16_PI_911_O2,PV16,P. verrucosa,16,4,911,26.8,11:23:00 AM,11:44:00 AM,light
PV22_PI_911_O2,PV22,P. verrucosa,22,6,911,26.8,11:23:00 AM,11:44:00 AM,light
PV23_PI_911_O2,PV23,P. verrucosa,23,3,911,26.8,11:23:00 AM,11:44:00 AM,light
PV27_PI_911_O2,PV27,P. verrucosa,27,2,911,26.8,11:23:00 AM,11:44:00 AM,light
PV30_PI_911_O2,PV30,P. verrucosa,30,1,911,26.8,11:23:00 AM,11:44:00 AM,light
BLANK1_PI_911_O2,BLANK1,P. verrucosa,BLANK,10,911,26.8,11:23:00 AM,11:44:00 AM,light
BLANK2_PI_911_O2,BLANK2,P. verrucosa,BLANK,8,911,26.8,11:23:00 AM,11:44:00 AM,light
