fragment.ID.full,fragment.ID,species,genotype,chamber.channel,run,temp.Cat,start.time,stop.time,light_dark,treatment
BLANK7_D_38_O2,BLANK7_D,P. verrucosa,BLANK,10,D4,38,9:42:00 AM,10:02:00 AM,dark,BLANK
BLANK8_D_38_O2,BLANK8_D,P. verrucosa,BLANK,1,D4,38,9:42:00 AM,10:02:00 AM,dark,BLANK
PV12_D_39_O2,PV12_D,P. verrucosa,12,8,D4,39,10:21:00 AM,10:41:00 AM,dark,enriched
PV14_D_39_O2,PV14_D,P. verrucosa,14,4,D4,39,10:21:00 AM,10:41:00 AM,dark,enriched
PV15_D_39_O2,PV15_D,P. verrucosa,15,5,D4,39,10:21:00 AM,10:41:00 AM,dark,enriched
PV16_D_39_O2,PV16_D,P. verrucosa,16,6,D4,39,10:21:00 AM,10:41:00 AM,dark,enriched
PV26_D_39_O2,PV26_D,P. verrucosa,26,7,D4,39,10:21:00 AM,10:41:00 AM,dark,control
PV27_D_39_O2,PV27_D,P. verrucosa,27,3,D4,39,10:21:00 AM,10:41:00 AM,dark,control
PV28_D_39_O2,PV28_D,P. verrucosa,28,9,D4,39,10:21:00 AM,10:41:00 AM,dark,control
PV31_D_39_O2,PV31_D,P. verrucosa,31,2,D4,39,10:21:00 AM,10:41:00 AM,dark,control
BLANK7_D_39_O2,BLANK7_D,P. verrucosa,BLANK,10,D4,39,10:21:00 AM,10:41:00 AM,dark,BLANK
BLANK8_D_39_O2,BLANK8_D,P. verrucosa,BLANK,1,D4,39,10:21:00 AM,10:41:00 AM,dark,BLANK
PV12_L_20_O2,PV12_L,P. verrucosa,12,,L4,20,11:55:00 AM,12:15:00 PM,light,enriched
PV14_L_20_O2,PV14_L,P. verrucosa,14,,L4,20,11:55:00 AM,12:15:00 PM,light,enriched
PV15_L_20_O2,PV15_L,P. verrucosa,15,,L4,20,11:55:00 AM,12:15:00 PM,light,enriched
PV16_L_20_O2,PV16_L,P. verrucosa,16,,L4,20,11:55:00 AM,12:15:00 PM,light,enriched
PV26_L_20_O2,PV26_L,P. verrucosa,26,,L4,20,11:55:00 AM,12:15:00 PM,light,control
PV27_L_20_O2,PV27_L,P. verrucosa,27,,L4,20,11:55:00 AM,12:15:00 PM,light,control
PV28_L_20_O2,PV28_L,P. verrucosa,28,,L4,20,11:55:00 AM,12:15:00 PM,light,control
PV31_L_20_O2,PV31_L,P. verrucosa,31,,L4,20,11:55:00 AM,12:15:00 PM,light,control
BLANK7_L_20_O2,BLANK7_L,P. verrucosa,BLANK,,L4,20,11:55:00 AM,12:15:00 PM,light,BLANK
BLANK8_L_20_O2,BLANK8_L,P. verrucosa,BLANK,,L4,20,11:55:00 AM,12:15:00 PM,light,BLANK
PV12_L_22_O2,PV12_L,P. verrucosa,12,,L4,22,12:29:00 PM,12:49:00 PM,light,enriched
PV14_L_22_O2,PV14_L,P. verrucosa,14,,L4,22,12:29:00 PM,12:49:00 PM,light,enriched
PV15_L_22_O2,PV15_L,P. verrucosa,15,,L4,22,12:29:00 PM,12:49:00 PM,light,enriched
PV16_L_22_O2,PV16_L,P. verrucosa,16,,L4,22,12:29:00 PM,12:49:00 PM,light,enriched
PV26_L_22_O2,PV26_L,P. verrucosa,26,,L4,22,12:29:00 PM,12:49:00 PM,light,control
PV27_L_22_O2,PV27_L,P. verrucosa,27,,L4,22,12:29:00 PM,12:49:00 PM,light,control
PV28_L_22_O2,PV28_L,P. verrucosa,28,,L4,22,12:29:00 PM,12:49:00 PM,light,control
PV31_L_22_O2,PV31_L,P. verrucosa,31,,L4,22,12:29:00 PM,12:49:00 PM,light,control
BLANK7_L_22_O2,BLANK7_L,P. verrucosa,BLANK,,L4,22,12:29:00 PM,12:49:00 PM,light,BLANK
BLANK8_L_22_O2,BLANK8_L,P. verrucosa,BLANK,,L4,22,12:29:00 PM,12:49:00 PM,light,BLANK
PV12_L_24_O2,PV12_L,P. verrucosa,12,,L4,24,1:02:00 PM,1:22:00 PM,light,enriched
PV14_L_24_O2,PV14_L,P. verrucosa,14,,L4,24,1:02:00 PM,1:22:00 PM,light,enriched
PV15_L_24_O2,PV15_L,P. verrucosa,15,,L4,24,1:02:00 PM,1:22:00 PM,light,enriched
PV16_L_24_O2,PV16_L,P. verrucosa,16,,L4,24,1:02:00 PM,1:22:00 PM,light,enriched
PV26_L_24_O2,PV26_L,P. verrucosa,26,,L4,24,1:02:00 PM,1:22:00 PM,light,control
PV27_L_24_O2,PV27_L,P. verrucosa,27,,L4,24,1:02:00 PM,1:22:00 PM,light,control
PV28_L_24_O2,PV28_L,P. verrucosa,28,,L4,24,1:02:00 PM,1:22:00 PM,light,control
PV31_L_24_O2,PV31_L,P. verrucosa,31,,L4,24,1:02:00 PM,1:22:00 PM,light,control
BLANK7_L_24_O2,BLANK7_L,P. verrucosa,BLANK,,L4,24,1:02:00 PM,1:22:00 PM,light,BLANK
BLANK8_L_24_O2,BLANK8_L,P. verrucosa,BLANK,,L4,24,1:02:00 PM,1:22:00 PM,light,BLANK
PV12_L_28_O2,PV12_L,P. verrucosa,12,,L4,28,1:46:00 PM,2:06:00 PM,light,enriched
PV14_L_28_O2,PV14_L,P. verrucosa,14,,L4,28,1:46:00 PM,2:06:00 PM,light,enriched
PV15_L_28_O2,PV15_L,P. verrucosa,15,,L4,28,1:46:00 PM,2:06:00 PM,light,enriched
PV16_L_28_O2,PV16_L,P. verrucosa,16,,L4,28,1:46:00 PM,2:06:00 PM,light,enriched
PV26_L_28_O2,PV26_L,P. verrucosa,26,,L4,28,1:46:00 PM,2:06:00 PM,light,control
PV27_L_28_O2,PV27_L,P. verrucosa,27,,L4,28,1:46:00 PM,2:06:00 PM,light,control
PV28_L_28_O2,PV28_L,P. verrucosa,28,,L4,28,1:46:00 PM,2:06:00 PM,light,control
PV31_L_28_O2,PV31_L,P. verrucosa,31,,L4,28,1:46:00 PM,2:06:00 PM,light,control
BLANK7_L_28_O2,BLANK7_L,P. verrucosa,BLANK,,L4,28,1:46:00 PM,2:06:00 PM,light,BLANK
BLANK8_L_28_O2,BLANK8_L,P. verrucosa,BLANK,,L4,28,1:46:00 PM,2:06:00 PM,light,BLANK
PV12_L_30_O2,PV12_L,P. verrucosa,12,,L4,30,2:23:00 PM,2:43:00 PM,light,enriched
PV14_L_30_O2,PV14_L,P. verrucosa,14,,L4,30,2:23:00 PM,2:43:00 PM,light,enriched
PV15_L_30_O2,PV15_L,P. verrucosa,15,,L4,30,2:23:00 PM,2:43:00 PM,light,enriched
PV16_L_30_O2,PV16_L,P. verrucosa,16,,L4,30,2:23:00 PM,2:43:00 PM,light,enriched
PV26_L_30_O2,PV26_L,P. verrucosa,26,,L4,30,2:23:00 PM,2:43:00 PM,light,control
PV27_L_30_O2,PV27_L,P. verrucosa,27,,L4,30,2:23:00 PM,2:43:00 PM,light,control
PV28_L_30_O2,PV28_L,P. verrucosa,28,,L4,30,2:23:00 PM,2:43:00 PM,light,control
PV31_L_30_O2,PV31_L,P. verrucosa,31,,L4,30,2:23:00 PM,2:43:00 PM,light,control
BLANK7_L_30_O2,BLANK7_L,P. verrucosa,BLANK,,L4,30,2:23:00 PM,2:43:00 PM,light,BLANK
BLANK8_L_30_O2,BLANK8_L,P. verrucosa,BLANK,,L4,30,2:23:00 PM,2:43:00 PM,light,BLANK
PV12_L_32_O2,PV12_L,P. verrucosa,12,,L4,32,2:56:00 PM,3:16:00 PM,light,enriched
PV14_L_32_O2,PV14_L,P. verrucosa,14,,L4,32,2:56:00 PM,3:16:00 PM,light,enriched
PV15_L_32_O2,PV15_L,P. verrucosa,15,,L4,32,2:56:00 PM,3:16:00 PM,light,enriched
PV16_L_32_O2,PV16_L,P. verrucosa,16,,L4,32,2:56:00 PM,3:16:00 PM,light,enriched
PV26_L_32_O2,PV26_L,P. verrucosa,26,,L4,32,2:56:00 PM,3:16:00 PM,light,control
PV27_L_32_O2,PV27_L,P. verrucosa,27,,L4,32,2:56:00 PM,3:16:00 PM,light,control
PV28_L_32_O2,PV28_L,P. verrucosa,28,,L4,32,2:56:00 PM,3:16:00 PM,light,control
PV31_L_32_O2,PV31_L,P. verrucosa,31,,L4,32,2:56:00 PM,3:16:00 PM,light,control
BLANK7_L_32_O2,BLANK7_L,P. verrucosa,BLANK,,L4,32,2:56:00 PM,3:16:00 PM,light,BLANK
BLANK8_L_32_O2,BLANK8_L,P. verrucosa,BLANK,,L4,32,2:56:00 PM,3:16:00 PM,light,BLANK
PV12_L_34_O2,PV12_L,P. verrucosa,12,,L4,34,3:32:00 PM,3:52:00 PM,light,enriched
PV14_L_34_O2,PV14_L,P. verrucosa,14,,L4,34,3:32:00 PM,3:52:00 PM,light,enriched
PV15_L_34_O2,PV15_L,P. verrucosa,15,,L4,34,3:32:00 PM,3:52:00 PM,light,enriched
PV16_L_34_O2,PV16_L,P. verrucosa,16,,L4,34,3:32:00 PM,3:52:00 PM,light,enriched
PV26_L_34_O2,PV26_L,P. verrucosa,26,,L4,34,3:32:00 PM,3:52:00 PM,light,control
PV27_L_34_O2,PV27_L,P. verrucosa,27,,L4,34,3:32:00 PM,3:52:00 PM,light,control
PV28_L_34_O2,PV28_L,P. verrucosa,28,,L4,34,3:32:00 PM,3:52:00 PM,light,control
PV31_L_34_O2,PV31_L,P. verrucosa,31,,L4,34,3:32:00 PM,3:52:00 PM,light,control
BLANK7_L_34_O2,BLANK7_L,P. verrucosa,BLANK,,L4,34,3:32:00 PM,3:52:00 PM,light,BLANK
BLANK8_L_34_O2,BLANK8_L,P. verrucosa,BLANK,,L4,34,3:32:00 PM,3:52:00 PM,light,BLANK
PV12_L_36_O2,PV12_L,P. verrucosa,12,,L4,36,4:07:00 PM,4:27:00 PM,light,enriched
PV14_L_36_O2,PV14_L,P. verrucosa,14,,L4,36,4:07:00 PM,4:27:00 PM,light,enriched
PV15_L_36_O2,PV15_L,P. verrucosa,15,,L4,36,4:07:00 PM,4:27:00 PM,light,enriched
PV16_L_36_O2,PV16_L,P. verrucosa,16,,L4,36,4:07:00 PM,4:27:00 PM,light,enriched
PV26_L_36_O2,PV26_L,P. verrucosa,26,,L4,36,4:07:00 PM,4:27:00 PM,light,control
PV27_L_36_O2,PV27_L,P. verrucosa,27,,L4,36,4:07:00 PM,4:27:00 PM,light,control
PV28_L_36_O2,PV28_L,P. verrucosa,28,,L4,36,4:07:00 PM,4:27:00 PM,light,control
PV31_L_36_O2,PV31_L,P. verrucosa,31,,L4,36,4:07:00 PM,4:27:00 PM,light,control
BLANK7_L_36_O2,BLANK7_L,P. verrucosa,BLANK,,L4,36,4:07:00 PM,4:27:00 PM,light,BLANK
BLANK8_L_36_O2,BLANK8_L,P. verrucosa,BLANK,,L4,36,4:07:00 PM,4:27:00 PM,light,BLANK
PV12_L_37_O2,PV12_L,P. verrucosa,12,,L4,37,4:38:00 PM,4:58:00 PM,light,enriched
PV14_L_37_O2,PV14_L,P. verrucosa,14,,L4,37,4:38:00 PM,4:58:00 PM,light,enriched
PV15_L_37_O2,PV15_L,P. verrucosa,15,,L4,37,4:38:00 PM,4:58:00 PM,light,enriched
PV16_L_37_O2,PV16_L,P. verrucosa,16,,L4,37,4:38:00 PM,4:58:00 PM,light,enriched
PV26_L_37_O2,PV26_L,P. verrucosa,26,,L4,37,4:38:00 PM,4:58:00 PM,light,control
PV27_L_37_O2,PV27_L,P. verrucosa,27,,L4,37,4:38:00 PM,4:58:00 PM,light,control
PV28_L_37_O2,PV28_L,P. verrucosa,28,,L4,37,4:38:00 PM,4:58:00 PM,light,control
PV31_L_37_O2,PV31_L,P. verrucosa,31,,L4,37,4:38:00 PM,4:58:00 PM,light,control
BLANK7_L_37_O2,BLANK7_L,P. verrucosa,BLANK,,L4,37,4:38:00 PM,4:58:00 PM,light,BLANK
BLANK8_L_37_O2,BLANK8_L,P. verrucosa,BLANK,,L4,37,4:38:00 PM,4:58:00 PM,light,BLANK
