"","individual.ID","temp.Cat","treatment","Temp.C","umol.cm2.hr","rate.type","light_dark","fragment.ID"
"2710","PV11",37,"enriched",36.8356734693877,0.629522127605677,"GP","light","PV11_L"
"2810","PV12",20,"enriched",20.0942755102041,1.18489959369582,"GP","light","PV12_L"
"291","PV12",22,"enriched",21.9310510204081,1.30439875561327,"GP","light","PV12_L"
"301","PV12",24,"enriched",23.9619081632653,1.4080667332848,"GP","light","PV12_L"
"31","PV12",28,"enriched",28.0471075510204,1.57456750023313,"GP","light","PV12_L"
"32","PV12",30,"enriched",30.004568877551,1.61638748792701,"GP","light","PV12_L"
"331","PV12",32,"enriched",31.8726020408163,1.58128069793179,"GP","light","PV12_L"
"341","PV12",34,"enriched",33.7710157312926,1.54634537329311,"GP","light","PV12_L"
"351","PV12",36,"enriched",35.737263380824,1.29717506205521,"GP","light","PV12_L"
"361","PV12",37,"enriched",36.7967346938776,0.769781113796616,"GP","light","PV12_L"
"371","PV13",20,"enriched",20.184581632653,0.978730083479667,"GP","light","PV13_L"
"381","PV13",22,"enriched",22.055387755102,1.23827488563974,"GP","light","PV13_L"
"391","PV13",24,"enriched",24.0764795918368,1.38888407532631,"GP","light","PV13_L"
"401","PV13",28,"enriched",28.1439081632654,1.65157381348825,"GP","light","PV13_L"
"41","PV13",30,"enriched",30.0012755102041,1.65790196578087,"GP","light","PV13_L"
"42","PV13",32,"enriched",31.9564642857143,1.56531831249048,"GP","light","PV13_L"
"431","PV13",34,"enriched",34.0262653061225,1.5302803116722,"GP","light","PV13_L"
"441","PV13",36,"enriched",35.981506377551,1.19721182818942,"GP","light","PV13_L"
"451","PV13",37,"enriched",36.9018265306123,0.744010376439002,"GP","light","PV13_L"
"461","PV14",20,"enriched",20.1665863095238,0.981793335969889,"GP","light","PV14_L"
"471","PV14",22,"enriched",22.1673775510204,1.06149787267299,"GP","light","PV14_L"
"481","PV14",24,"enriched",24.0299855442177,1.25455075163515,"GP","light","PV14_L"
"491","PV14",28,"enriched",28.0115681632653,1.42156771455989,"GP","light","PV14_L"
"501","PV14",30,"enriched",30.0584630102041,1.5090929117701,"GP","light","PV14_L"
"51","PV14",32,"enriched",32.0178367346939,1.46820463039675,"GP","light","PV14_L"
"52","PV14",34,"enriched",33.8608675595238,1.2889515509937,"GP","light","PV14_L"
"531","PV14",36,"enriched",35.7554654088051,1.19110140354907,"GP","light","PV14_L"
"541","PV14",37,"enriched",36.8911020408163,0.688715562533949,"GP","light","PV14_L"
"551","PV15",20,"enriched",20.1245204081633,1.13196248014753,"GP","light","PV15_L"
"561","PV15",22,"enriched",22.1865612244898,1.30943656182444,"GP","light","PV15_L"
"571","PV15",24,"enriched",23.9246107568027,1.45228229413257,"GP","light","PV15_L"
"581","PV15",28,"enriched",27.9221534693878,1.5554239209057,"GP","light","PV15_L"
"591","PV15",30,"enriched",30.0280408163266,1.53584031327294,"GP","light","PV15_L"
"601","PV15",32,"enriched",31.9421428571429,1.39318837137791,"GP","light","PV15_L"
"61","PV15",34,"enriched",33.7808454506803,1.37636546956446,"GP","light","PV15_L"
"62","PV15",36,"enriched",35.8855063534848,1.08579138627817,"GP","light","PV15_L"
"631","PV15",37,"enriched",36.9013571428572,0.640377989967021,"GP","light","PV15_L"
"641","PV16",20,"enriched",20.2508367346938,0.861202063739721,"GP","light","PV16_L"
"651","PV16",22,"enriched",22.2617346938775,1.04930921953865,"GP","light","PV16_L"
"661","PV16",24,"enriched",24.0847448979592,1.13815572471685,"GP","light","PV16_L"
"671","PV16",28,"enriched",28.0373569387755,1.29360124055199,"GP","light","PV16_L"
"681","PV16",30,"enriched",30.0959387755102,1.30228595234517,"GP","light","PV16_L"
"691","PV16",32,"enriched",32.125306122449,1.08935893944319,"GP","light","PV16_L"
"701","PV16",34,"enriched",33.8476543367347,0.995738808225348,"GP","light","PV16_L"
"71","PV16",36,"enriched",35.7371844435888,0.887762039550828,"GP","light","PV16_L"
"72","PV16",37,"enriched",37.0140612244898,0.511867709618816,"GP","light","PV16_L"
"731","PV17",20,"control",20.1704081632653,0.666598320179297,"GP","light","PV17_L"
"741","PV17",22,"control",22.0408571428571,0.817257209027373,"GP","light","PV17_L"
"751","PV17",24,"control",24.0612346938776,1.00608810260822,"GP","light","PV17_L"
"761","PV17",28,"control",28.0956632653061,1.17228201004845,"GP","light","PV17_L"
"771","PV17",30,"control",30.0270918367347,1.13481730366695,"GP","light","PV17_L"
"781","PV17",32,"control",31.9801952003024,1.05356928290952,"GP","light","PV17_L"
"791","PV17",34,"control",33.9034693877551,0.981544460148641,"GP","light","PV17_L"
"801","PV17",36,"control",35.8342346938775,0.735362975341309,"GP","light","PV17_L"
"81","PV17",37,"control",36.8785102040816,0.373183750082052,"GP","light","PV17_L"
"82","PV18",20,"control",20.1475102040816,0.509315530604175,"GP","light","PV18_L"
"831","PV18",22,"control",22.0953571428571,0.656481246301933,"GP","light","PV18_L"
"841","PV18",24,"control",24.2082916326531,0.726261688339745,"GP","light","PV18_L"
"851","PV18",28,"control",28.0956718367347,0.919824087804817,"GP","light","PV18_L"
"861","PV18",30,"control",29.9957551020408,0.934985911436211,"GP","light","PV18_L"
"871","PV18",32,"control",31.8622346938776,0.962559199412583,"GP","light","PV18_L"
"881","PV18",34,"control",33.9261326530612,0.888048079248076,"GP","light","PV18_L"
"891","PV18",36,"control",36.0603265306122,0.496782831857072,"GP","light","PV18_L"
"901","PV18",37,"control",36.8908698979592,0.19393488882027,"GP","light","PV18_L"
"91","PV19",20,"control",20.1662040816326,0.577173621304355,"GP","light","PV19_L"
"92","PV19",22,"control",22.0421836734694,0.692363477565633,"GP","light","PV19_L"
"931","PV19",24,"control",24.0886530612245,0.859140181963331,"GP","light","PV19_L"
"941","PV19",28,"control",28.1143673469387,1.10079191710882,"GP","light","PV19_L"
"951","PV19",30,"control",30.0780816326531,1.05318506563991,"GP","light","PV19_L"
"961","PV19",32,"control",31.9915944822373,0.993435084115349,"GP","light","PV19_L"
"971","PV19",34,"control",34.1024591836735,0.906339436937559,"GP","light","PV19_L"
"981","PV19",36,"control",36.0674910714285,0.461110591381113,"GP","light","PV19_L"
"991","PV19",37,"control",36.9377959183673,0.119149663661914,"GP","light","PV19_L"
"1001","PV2",20,"enriched",20.1345408163265,1.02031514185646,"GP","light","PV2_L"
"101","PV2",22,"enriched",21.963806122449,1.19748643817511,"GP","light","PV2_L"
"102","PV2",24,"enriched",24.0310612244898,1.34420560918431,"GP","light","PV2_L"
"1031","PV2",28,"enriched",28.0917551020408,1.63886149156246,"GP","light","PV2_L"
"1041","PV2",30,"enriched",29.9888163265306,1.73585642749012,"GP","light","PV2_L"
"1051","PV2",32,"enriched",31.9107329931973,1.75720592576508,"GP","light","PV2_L"
"1061","PV2",34,"enriched",34.0693877551021,1.6154098166368,"GP","light","PV2_L"
"1071","PV2",36,"enriched",35.8771964285715,1.22966746493275,"GP","light","PV2_L"
"1081","PV2",37,"enriched",36.8317346938776,0.669444198387049,"GP","light","PV2_L"
"1091","PV20",20,"control",20.0555,0.75092829905681,"GP","light","PV20_L"
"1101","PV20",22,"control",22.1048775510204,0.906857159253809,"GP","light","PV20_L"
"111","PV20",24,"control",24.1456320408163,1.07859312017336,"GP","light","PV20_L"
"112","PV20",28,"control",28.0660640816327,1.33711548813774,"GP","light","PV20_L"
"1131","PV20",30,"control",29.9369693877551,1.1756434845275,"GP","light","PV20_L"
"1141","PV20",32,"control",31.8448673469387,1.30922746306243,"GP","light","PV20_L"
"1151","PV20",34,"control",33.9605,1.29244974099442,"GP","light","PV20_L"
"1161","PV20",36,"control",35.9829897959183,1.00190678326793,"GP","light","PV20_L"
"1171","PV20",37,"control",36.9688696853741,0.328938993173129,"GP","light","PV20_L"
"1181","PV21",20,"control",20.2975369387755,0.551114750818717,"GP","light","PV21_L"
"1191","PV21",22,"control",22.0931224489796,0.592581399600393,"GP","light","PV21_L"
"1201","PV21",24,"control",24.1451632653062,0.782446537184464,"GP","light","PV21_L"
"121","PV21",28,"control",28.2049183673469,0.974330240472345,"GP","light","PV21_L"
"122","PV21",30,"control",30.0547328931573,0.950571114848004,"GP","light","PV21_L"
"1231","PV21",32,"control",31.9863265306122,0.936083841542873,"GP","light","PV21_L"
"1241","PV21",34,"control",33.9966224489796,0.792334091532435,"GP","light","PV21_L"
"1251","PV21",36,"control",36.0705302040816,0.424876679106749,"GP","light","PV21_L"
"1261","PV21",37,"control",36.9178163265307,0.127532205013529,"GP","light","PV21_L"
"1271","PV22",20,"control",20.1874081632654,0.708020866353203,"GP","light","PV22_L"
"1281","PV22",22,"control",22.1105918367347,0.868039827934295,"GP","light","PV22_L"
"1291","PV22",24,"control",24.2305018367347,0.973317017940465,"GP","light","PV22_L"
"1301","PV22",28,"control",28.1182748979592,1.20391031809683,"GP","light","PV22_L"
"131","PV22",30,"control",30.0466326530612,1.11935900882514,"GP","light","PV22_L"
"132","PV22",32,"control",31.9538265306123,1.16358649173003,"GP","light","PV22_L"
"1331","PV22",34,"control",33.9398775510205,0.99564748988168,"GP","light","PV22_L"
"1341","PV22",36,"control",36.1816785714285,0.657166411373673,"GP","light","PV22_L"
"1351","PV22",37,"control",37.0301857993197,0.341944357317913,"GP","light","PV22_L"
"1361","PV23",20,"control",20.0608265306122,0.41213486987751,"GP","light","PV23_L"
"1371","PV23",22,"control",21.959,0.613434952329819,"GP","light","PV23_L"
"1381","PV23",24,"control",23.9521122448979,0.708996180062452,"GP","light","PV23_L"
"1391","PV23",28,"control",28.0661339285714,0.908402716941688,"GP","light","PV23_L"
"1401","PV23",30,"control",29.9726530612245,0.874647688544514,"GP","light","PV23_L"
"141","PV23",32,"control",31.84248787062,0.824621709645584,"GP","light","PV23_L"
"142","PV23",34,"control",33.8873265306122,0.632258287466745,"GP","light","PV23_L"
"1431","PV23",36,"control",35.8560382653061,0.433393838555125,"GP","light","PV23_L"
"1441","PV23",37,"control",36.7766836734694,0.100577208187513,"GP","light","PV23_L"
"1451","PV24",20,"control",20.1449897959183,0.77100191602423,"GP","light","PV24_L"
"1461","PV24",22,"control",22.0337040816326,0.889613955708463,"GP","light","PV24_L"
"1471","PV24",24,"control",24.1796871428572,0.987241375742513,"GP","light","PV24_L"
"1481","PV24",28,"control",28.0661387755102,1.17564824515856,"GP","light","PV24_L"
"1491","PV24",30,"control",30.0208571428571,1.27484260495529,"GP","light","PV24_L"
"1501","PV24",32,"control",31.9181326530612,1.22154253481439,"GP","light","PV24_L"
"151","PV24",34,"control",33.9216836734694,1.28731441688896,"GP","light","PV24_L"
"152","PV24",36,"control",35.9830510204082,0.92544032801377,"GP","light","PV24_L"
"1531","PV24",37,"control",36.8511989795918,0.472023297554032,"GP","light","PV24_L"
"1541","PV25",20,"control",20.2825102040816,0.773790832529161,"GP","light","PV25_L"
"1551","PV25",22,"control",22.0074081632653,1.00117644227475,"GP","light","PV25_L"
"1561","PV25",24,"control",24.0867551020409,1.11088562435813,"GP","light","PV25_L"
"1571","PV25",28,"control",28.1624795918367,1.33615439550567,"GP","light","PV25_L"
"1581","PV25",30,"control",30.062,1.31301549462233,"GP","light","PV25_L"
"1591","PV25",32,"control",31.9599077853363,1.33797238600515,"GP","light","PV25_L"
"1601","PV25",34,"control",34.1343061224489,1.32423350173505,"GP","light","PV25_L"
"161","PV25",36,"control",36.0650165816326,1.02864756107432,"GP","light","PV25_L"
"162","PV25",37,"control",36.9621836734694,0.636240362703492,"GP","light","PV25_L"
"1631","PV26",20,"control",20.2268003826531,0.511378018938098,"GP","light","PV26_L"
"1641","PV26",22,"control",22.0502448979592,0.698633004393035,"GP","light","PV26_L"
"1651","PV26",24,"control",24.0786454081632,0.991039690258185,"GP","light","PV26_L"
"1661","PV26",28,"control",27.952801632653,1.08811592592805,"GP","light","PV26_L"
"1671","PV26",30,"control",30.0992455357143,1.0379518365185,"GP","light","PV26_L"
"1681","PV26",32,"control",32.0483469387755,1.02379396801136,"GP","light","PV26_L"
"1691","PV26",34,"control",33.845243835034,0.908953520556355,"GP","light","PV26_L"
"1701","PV26",36,"control",35.8352907200616,0.581468894434233,"GP","light","PV26_L"
"171","PV26",37,"control",36.8645510204082,0.237771837819298,"GP","light","PV26_L"
"172","PV27",20,"control",20.1785114795918,0.571891672243398,"GP","light","PV27_L"
"1731","PV27",22,"control",22.1157857142857,0.681429230339495,"GP","light","PV27_L"
"1741","PV27",24,"control",23.9978656462585,0.801457422861289,"GP","light","PV27_L"
"1751","PV27",28,"control",28.0327369387755,0.992341452511649,"GP","light","PV27_L"
"1761","PV27",30,"control",30.0557448979592,0.94200730806682,"GP","light","PV27_L"
"1771","PV27",32,"control",32.0009387755102,0.950570490255438,"GP","light","PV27_L"
"1781","PV27",34,"control",33.8350865221089,0.814746509431223,"GP","light","PV27_L"
"1791","PV27",36,"control",35.8655222091195,0.527681962750652,"GP","light","PV27_L"
"1801","PV27",37,"control",36.9161428571429,0.247572007440364,"GP","light","PV27_L"
"181","PV28",20,"control",20.0950408163265,0.41100176509287,"GP","light","PV28_L"
"182","PV28",22,"control",21.8991020408164,0.434830676118883,"GP","light","PV28_L"
"1831","PV28",24,"control",23.896612244898,0.515735703135932,"GP","light","PV28_L"
"1841","PV28",28,"control",27.933611632653,0.745163198594121,"GP","light","PV28_L"
"1851","PV28",30,"control",29.9622480867347,0.705057935762037,"GP","light","PV28_L"
"1861","PV28",32,"control",31.9195204081633,0.768129616335146,"GP","light","PV28_L"
"1871","PV28",34,"control",33.7863737244898,0.651691234770923,"GP","light","PV28_L"
"1881","PV28",36,"control",35.6707185213708,0.525483822491282,"GP","light","PV28_L"
"1891","PV28",37,"control",36.809887755102,0.276178357725046,"GP","light","PV28_L"
"1901","PV29",20,"control",20.1735389795919,0.437823545413662,"GP","light","PV29_L"
"191","PV29",22,"control",22.1773673469388,0.438264651457643,"GP","light","PV29_L"
"192","PV29",24,"control",24.0920204081633,0.495882873903893,"GP","light","PV29_L"
"1931","PV29",28,"control",28.1885,0.446205257003013,"GP","light","PV29_L"
"1941","PV29",30,"control",30.043455782313,0.53270525409871,"GP","light","PV29_L"
"1951","PV29",32,"control",31.9440510204082,0.508719478487818,"GP","light","PV29_L"
"1961","PV29",34,"control",34.0454489795919,0.433661016052625,"GP","light","PV29_L"
"1971","PV29",36,"control",35.9860277551021,0.285003206796425,"GP","light","PV29_L"
"1981","PV29",37,"control",36.8957653061225,0.0436872785585672,"GP","light","PV29_L"
"1991","PV3",20,"enriched",20.2039351020408,1.04484053768303,"GP","light","PV3_L"
"2001","PV3",22,"enriched",22.1796326530612,0.982748283824551,"GP","light","PV3_L"
"201","PV3",24,"enriched",24.0908367346939,1.13831601414718,"GP","light","PV3_L"
"202","PV3",28,"enriched",28.2027448979592,1.38707306799167,"GP","light","PV3_L"
"2031","PV3",30,"enriched",30.0793555422169,1.4154705566933,"GP","light","PV3_L"
"2041","PV3",32,"enriched",31.912,1.41005524460325,"GP","light","PV3_L"
"2051","PV3",34,"enriched",34.026887755102,1.50509622837799,"GP","light","PV3_L"
"2061","PV3",36,"enriched",35.8978742857143,1.20466629459491,"GP","light","PV3_L"
"2071","PV3",37,"enriched",36.817,0.932767518296309,"GP","light","PV3_L"
"2081","PV30",20,"control",20.0537571428572,0.532147648419762,"GP","light","PV30_L"
"2091","PV30",22,"control",22.1008469387756,0.566638441730685,"GP","light","PV30_L"
"2101","PV30",24,"control",24.0910510204082,0.727141013156472,"GP","light","PV30_L"
"211","PV30",28,"control",28.2112653061224,0.93398587891673,"GP","light","PV30_L"
"212","PV30",30,"control",30.0762230612245,0.916837809134818,"GP","light","PV30_L"
"2131","PV30",32,"control",31.9887857142857,0.874861249723563,"GP","light","PV30_L"
"2141","PV30",34,"control",34.0536224489796,0.697597385394452,"GP","light","PV30_L"
"2151","PV30",36,"control",35.9513479591837,0.424964016752609,"GP","light","PV30_L"
"2161","PV30",37,"control",36.9452959183673,0.14575950824628,"GP","light","PV30_L"
"2171","PV31",20,"control",20.1884404761905,0.670159598191569,"GP","light","PV31_L"
"2181","PV31",22,"control",22.1149489795919,0.791888399949813,"GP","light","PV31_L"
"2191","PV31",24,"control",24.040050170068,0.916720190603811,"GP","light","PV31_L"
"2201","PV31",28,"control",28.0723775510204,1.12471160944259,"GP","light","PV31_L"
"221","PV31",30,"control",30.1042244897959,1.11023535624206,"GP","light","PV31_L"
"222","PV31",32,"control",32.058081632653,1.13027111991517,"GP","light","PV31_L"
"2231","PV31",34,"control",33.8702729591837,1.06995807982776,"GP","light","PV31_L"
"2241","PV31",36,"control",35.8340306603774,0.816089819173104,"GP","light","PV31_L"
"2251","PV31",37,"control",36.9702959183673,0.449375552825952,"GP","light","PV31_L"
"2261","PV32",20,"control",19.9800134693877,0.494362422377651,"GP","light","PV32_L"
"2271","PV32",22,"control",21.9574897959183,0.530687967424136,"GP","light","PV32_L"
"2281","PV32",24,"control",23.9370714285714,0.643779269747352,"GP","light","PV32_L"
"2291","PV32",28,"control",28.0576122448979,0.759685194457371,"GP","light","PV32_L"
"2301","PV32",30,"control",29.8472843137255,0.722095239340262,"GP","light","PV32_L"
"231","PV32",32,"control",31.8066836734694,0.726060296958891,"GP","light","PV32_L"
"232","PV32",34,"control",33.8415714285714,0.650271655582348,"GP","light","PV32_L"
"2331","PV32",36,"control",35.795896122449,0.446507118365476,"GP","light","PV32_L"
"2341","PV32",37,"control",36.568581632653,0.261065219982629,"GP","light","PV32_L"
"2351","PV4",20,"enriched",20.2468265306123,0.656381478189094,"GP","light","PV4_L"
"2361","PV4",22,"enriched",22.1309795918367,1.12337274702252,"GP","light","PV4_L"
"2371","PV4",24,"enriched",24.2125318367347,1.18114031250707,"GP","light","PV4_L"
"2381","PV4",28,"enriched",28.10713,1.43557172829708,"GP","light","PV4_L"
"2391","PV4",30,"enriched",30.0349591836735,1.41243554164505,"GP","light","PV4_L"
"2401","PV4",32,"enriched",31.8778367346939,1.41482644733143,"GP","light","PV4_L"
"241","PV4",34,"enriched",33.9924387755102,1.37826620604858,"GP","light","PV4_L"
"242","PV4",36,"enriched",36.0999591836735,0.940165754127562,"GP","light","PV4_L"
"2431","PV4",37,"enriched",36.9830769557824,0.38873098898036,"GP","light","PV4_L"
"2441","PV5",20,"enriched",20.258387755102,1.13899351602341,"GP","light","PV5_L"
"2451","PV5",22,"enriched",22.1699387755102,1.48487145812074,"GP","light","PV5_L"
"2461","PV5",24,"enriched",24.2233948979592,1.56096872665131,"GP","light","PV5_L"
"2471","PV5",28,"enriched",28.1138244897959,1.57164944348402,"GP","light","PV5_L"
"2481","PV5",30,"enriched",30.0379795918368,1.6013196837305,"GP","light","PV5_L"
"2491","PV5",32,"enriched",31.9228775510204,1.59943896452728,"GP","light","PV5_L"
"2501","PV5",34,"enriched",33.9607959183674,1.52676540750351,"GP","light","PV5_L"
"251","PV5",36,"enriched",36.1109081632653,1.11843045797157,"GP","light","PV5_L"
"252","PV5",37,"enriched",36.9270274234694,0.615434534030127,"GP","light","PV5_L"
"2531","PV6",20,"enriched",20.1188934693877,0.786154823300713,"GP","light","PV6_L"
"2541","PV6",22,"enriched",22.0647551020408,0.981068587164839,"GP","light","PV6_L"
"2551","PV6",24,"enriched",24.0555714285714,1.18934177943471,"GP","light","PV6_L"
"2561","PV6",28,"enriched",28.1226530612245,1.35016416291204,"GP","light","PV6_L"
"2571","PV6",30,"enriched",29.9791888755502,1.41911228234025,"GP","light","PV6_L"
"2581","PV6",32,"enriched",31.8992244897959,1.30437848899958,"GP","light","PV6_L"
"2591","PV6",34,"enriched",33.9442653061224,1.2439069437909,"GP","light","PV6_L"
"2601","PV6",36,"enriched",35.8854808163265,0.906560874293804,"GP","light","PV6_L"
"261","PV6",37,"enriched",36.8586428571429,0.486575630126335,"GP","light","PV6_L"
"262","PV7",20,"enriched",19.9864081632653,0.983489718295474,"GP","light","PV7_L"
"2631","PV7",22,"enriched",21.7592040816326,1.2521086537564,"GP","light","PV7_L"
"2641","PV7",24,"enriched",23.8900204081632,1.38448235741186,"GP","light","PV7_L"
"2651","PV7",28,"enriched",27.9345510204082,1.57661237331665,"GP","light","PV7_L"
"2661","PV7",30,"enriched",29.8574285714285,1.58952202701604,"GP","light","PV7_L"
"2671","PV7",32,"enriched",31.8016572184429,1.57008922925533,"GP","light","PV7_L"
"2681","PV7",34,"enriched",33.8348469387755,1.33578001373958,"GP","light","PV7_L"
"2691","PV7",36,"enriched",35.8369221938775,1.15628720120687,"GP","light","PV7_L"
"2701","PV7",37,"enriched",36.7124693877551,0.65895984770492,"GP","light","PV7_L"
"271","PV8",20,"enriched",20.174951632653,0.639324539659979,"GP","light","PV8_L"
"272","PV8",22,"enriched",22.199112244898,0.760897703129899,"GP","light","PV8_L"
"2731","PV8",24,"enriched",24.1415612244898,0.955261550126748,"GP","light","PV8_L"
"2741","PV8",28,"enriched",28.3381020408164,0.881309629393274,"GP","light","PV8_L"
"2751","PV8",30,"enriched",30.0633101240496,1.070510715644,"GP","light","PV8_L"
"2761","PV8",32,"enriched",32.0264183673469,1.03641009590135,"GP","light","PV8_L"
"2771","PV8",34,"enriched",34.1089387755102,1.05102540981878,"GP","light","PV8_L"
"2781","PV8",36,"enriched",36.0350342857143,0.841184591026654,"GP","light","PV8_L"
"2791","PV8",37,"enriched",36.9139387755102,0.474527702904882,"GP","light","PV8_L"
"2801","PV9",20,"enriched",20.1462346938776,0.73002413774975,"GP","light","PV9_L"
"281","PV9",22,"enriched",22.1695204081633,1.06495488740349,"GP","light","PV9_L"
"282","PV9",24,"enriched",24.1935314285715,1.25363139932649,"GP","light","PV9_L"
"2831","PV9",28,"enriched",28.1860612244898,1.23323965053813,"GP","light","PV9_L"
"2841","PV9",30,"enriched",30.0657040816326,1.52994638383894,"GP","light","PV9_L"
"2851","PV9",32,"enriched",31.9564387755102,1.19166525631613,"GP","light","PV9_L"
"2861","PV9",34,"enriched",34.0243979591836,1.25241826124089,"GP","light","PV9_L"
"2871","PV9",36,"enriched",36.1816734693878,0.810070058302338,"GP","light","PV9_L"
"2881","PV9",37,"enriched",37.0581949404762,0.181260851353148,"GP","light","PV9_L"
